Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft
157,ДГУЮ Минюста России,Донецкая Народная Республика,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДОНБАССКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЮСТИЦИИ»,https://donbassla.ru/,"https://donbassla.ru/sites/default/files/documents/studies/2024/opop_dguyu_40.03.01_yur._2024_g.n._upp_2024_g.n.-compressed.pdf
https://donbassla.ru/sites/default/files/documents/studies/2024/management/opop_dguyu_38.04.02_men._2024_g.n._-compressed.pdf
https://donbassla.ru/sites/default/files/documents/studies/2024/opop_dguyu_5.1.1_tipn_2024_g.n._.pdf
https://donbassla.ru/sites/default/files/documents/poryadok_realizacii_v_gou_vpo_dyua_oop_s_eo_i_dot_1.pdf
https://donbassla.ru/sites/default/files/documents/poryadok_realizacii_v_gbou_vo_dyua_oop_s_eo_i_dot_-_8_.pdf
"
158,ФГБОУ ВО ДОНИЖТ,Донецкая Народная Республика,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДОНЕЦКИЙ ИНСТИТУТ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА»,http://drti.donbass.com/,"http://drti.donbass.com/obrazovanie/rabochie-programmy/
http://drti.donbass.com/obrazovanie/spetsialitet/
http://drti.donbass.com/obrazovanie/fakultety/tsentr-nepreryvnogo-obrazovaniya/dopolnitelnoe-obrazovanie/dopolnitelnaja-obshherazvivajushhaja-programma/
http://drti.donbass.com/obrazovanie/bakalavriat/informacija-o-realizacii-osnovnyh-i-dopolnitelnyh-obrazovatelnyh-programm/
http://drti.donbass.com/programmy-vstupitelnyh-ispytanij-postupajushhih-po-programmam-bakalavriata-i-specialiteta-na-baze-srednego-professionalnogo-obrazovanija-2024/
"
159,ФГБОУ ВО «ЛГПУ»,Луганская Народная Республика,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЛУГАНСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ»,https://lgpu.org/,"https://lgpu.org/data/docs/1485937712/informatika-2018.pdf
https://lgpu.org/data/docs/1713428021/15250954146620ff0d2d4044.11038497.pdf
https://lgpu.org/data/docs/1713428021/19862021596620d6760dc666.87523619.pdf
https://spk.lgpu.org/wp-content/uploads/2024/01/ОПОП-ПНК.pdf
https://dspace.lgpu.org/xmlui/handle/123456789/4097
"
160,"САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ, САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ ИМПЕРАТРИЦЫ ЕКАТЕРИНЫ II",г. Санкт-Петербург,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ ИМПЕРАТРИЦЫ ЕКАТЕРИНЫ II»,https://spmi.ru/,"https://spmi.ru/sites/default/files/imci_images/univer/svedenia_jb_organizacii/metrek_baki/-13.03.02-programmnoe-obespechenie-dlya-resheniya-zadach-elektroenergetiki-lr.pdf
https://spmi.ru/sites/default/files/imci_images/univer/svedenia_jb_organizacii/metrek_baki/-20.03.01_bezopasnost-tekhnologicheskikh-processov-i-proizvodstv_k_vkr.pdf
https://landing.spmi.ru/avtomatizirovannye-sistemy-obrabotki-informacii-i-upravleniya
https://spmi.ru/sites/default/files/imci_images/univer/svedenia_jb_organizacii/RPD_spec_2021/21.05.01-informacionnoe-modelirovanie-zdaniy-i-sooruzheniy.pdf
https://digital.spmi.ru/ru/laboratory?id=3
"
161,"ФГБОУ ВО «ХГМА», ХЕРСОНСКАЯ ГОСУДАРСТВЕННАЯ МОРСКАЯ АКАДЕМИЯ, ХГМА",Херсонская область,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ХЕРСОНСКАЯ ГОСУДАРСТВЕННАЯ МОРСКАЯ АКАДЕМИЯ»,https://knma.ru/,"https://knma.ru/
https://knma.ru/vypiska-iz-reestra.pdf
https://knma.ru/pravila-priema-2023-2024.docx
https://knma.ru/pp.html
"
163,"ФГКОУ ВО ""ДОНЕЦКИЙ ИНСТИТУТ ГПС МЧС РОССИИ"", ДОНЕЦКИЙ ИНСТИТУТ ГПС МЧС РОССИИ, ДОНИГПС МЧС РОССИИ",Донецкая Народная Республика,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНЕЦКИЙ ИНСТИТУТ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ""",http://agz.dnmchs.ru/,"http://agz.dnmchs.ru/static/upload/agz/site/student/20.04.01_Техносферная безопасность.pdf
http://agz.dnmchs.ru/static/upload/agz/site/PK/файлы2023/Программа по техносферной безопасности_2023.pdf
https://agz.dnmchs.ru/agz/post/719
https://distant.agz.dnmchs.ru/distant/course/info.php?id=1108
https://distant.agz.dnmchs.ru/distant/course/index.php?categoryid=10
"
164,"ФГБОУ ВО СПбГУ ГА им. А.А. Новикова, Санкт-Петербургский государственный университет гражданской авиации, СПбГУ ГА, Университет гражданской авиации",г. Санкт-Петербург,Федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный университет гражданской авиации имени Главного маршала авиации А.А. Новикова»,https://spbguga.ru/,"https://www.spbguga.ru/files/PK/PK_ZF/2022/Progr_VI_inform-tekhnologyy.pdf
https://spbguga.ru/files/PK/PK_OF/2021/Perechen_vstup_ispit.pdf
https://spbguga.ru/files/UMO/UMO SPO/POOP SPO/POOP_SPO_25.02.08.pdf
https://spbguga.ru/abitur/bachelor/
https://spbguga.ru/files/2021/Pologeniya/Polog_AUTS.pdf
"
165,ФГБОУ ВО СибГУФК,Омская область,Федеральное государственное  бюджетное образовательное учреждение высшего образования «Сибирский государственный университет физической культуры и спорта»,https://sibsport.ru/,"https://rpd.sibsport.ru/RPDPrint/printrp?id=20776
https://rpd.sibsport.ru/RPDPrint/printrp?id=23958
https://rpd.sibsport.ru/RPDPrint/printrp?id=18514
https://rpd.sibsport.ru/RPDPrint/printrp?id=24182
https://rpd.sibsport.ru/RPDPrint/printrp?id=23462
"
166,ТУ им. А.А. Леонова; ФГБОУ ВО «Технологический университет»; «Технологический университет»,Московская область,"Федеральное государственное  бюджетное образовательное учреждение высшего образования «Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова»",https://unitech-mo.ru/,"https://ies.unitech-mo.ru/files/umkupload/3/202127898641/ef721bb4ea3da3f755b761aa9a9bce3c.pdf
https://ies.unitech-mo.ru/files/umkupload/3/202137797677/3198745877f42dd6596039e73845c569.pdf
https://ies.unitech-mo.ru/files/umkupload/3/202327771194/3c3b6d123cc4b1693dc23c8e2ea3f261.pdf
https://ies.unitech-mo.ru/files/umkupload/3/202127899392/1fb8fcc9719dd1c44174eeaa34167dcc.pdf
https://ies.unitech-mo.ru/files/umkupload/3/20203986249/222a69e3ada5b9444ec585e5a9807d19.pdf
"
167,МГИМО МИД России,г. Москва,Федеральное государственное автономное образовательное учреждение высшего образования «Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации»,https://mgimo.ru/,"https://mgimo.ru/upload/2019/09/rab-programma.pdf
https://mgimo.ru/upload/iblock/d99/sotsialnoe-i-trudovoe-pravo-es-i-stran-eaes.pdf
https://mgimo.ru/upload/iblock/7ab/ias-banki-2018-19.pdf
https://odin.mgimo.ru/sveden/files/003558.pdf
https://mgimo.ru/upload/iblock/18f/rp_ekonmicheskaya-ocenka-ushherbov-os-new-2018.pdf
"
168,РУДН; РУДН им. Патриса Лумумбы; Российский университет дружбы народов им. Патриса Лумумбы; Российский университет дружбы народов; ФГАОУ ВО РУДН; ФГАОУ ВО РУДН им. Патриса Лумумбы; ФГАОУ ВО «Российский университет дружбы народов имени Патриса Лумумбы»,г. Москва,Федеральное государственное автономное образовательное учреждение высшего образования «Российский университет дружбы народов имени Патриса Лумумбы»,https://www.rudn.ru/,"https://www.rudn.ru/sveden/files/Progr_OsnGeoinfSistem_IARbd00r_2022.pdf
https://www.rudn.ru/sveden/files/Progr_TexgolProgr_NPIbd00r_2022.pdf
https://www.rudn.ru/sveden/files/Progr_Sravnenie_i_sopostovlenie_yazykov_v_diaxronii_i_sinxronii_YAYALad01r_2021.pdf
https://www.rudn.ru/science/research-institutes/list
https://www.rudn.ru/sveden/files/Progr_Kompyyuternaya_grafika.pdf
"
169,ФГБОУ ВО ИрГУПС,Иркутская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Иркутский государственный университет путей сообщения»,https://www.irgups.ru/,"https://www.irgups.ru/krizht/edu/perechen-programm-professionalnoy-perepodgotovki
https://www.irgups.ru/specialnost/programmnaya-inzheneriya-bakalavriat
https://www.irgups.ru/abitur/vo/specialnosti/bak
https://www.irgups.ru/abitur/vo/specialnosti/mag
https://www.irgups.ru/specialnost/programmnaya-inzheneriya-magistratura
"
170,ФГБОУ ВО «АГПУ»,Запорожская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Азовский государственный педагогический университет»,http://azovspu.ru/,"https://azovspu.ru/education.php
https://azovspu.ru/occupational_safety.php
https://azovspu.ru/index.php
https://azovspu.ru/entrant.php
https://azovspu.ru/provision.php
"
171,ФГБОУ ВО «ВЛГАФК»,Псковская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Великолукская государственная академия физической культуры и спорта»,https://www.vlgafc.ru/,"https://www.vlgafc.ru/sveden/education/eduaccred/
https://www.vlgafc.ru/applicants/polnaya-informatsiya/
http://www.vlgafc.ru/files/2018/New Folder/44.03.01 Педагогическое образ 2021.docx
http://www.vlgafc.ru/files/Итог1.pdf
http://www.vlgafc.ru/files/Trebovania_v_IA_trener.pdf
"
172,ФГБОУ ВО «ВГАФК»,Волгоградская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Волгоградская государственная академия физической культуры»,https://www.vgafk.ru/,"https://www.vgafk.ru/open_envirentment/upturn_skills_to_specialist/
https://www.vgafk.ru/sveden/objects/
https://www.vgafk.ru/upload/medialibrary/d98/1.-UP.pdf
https://www.vgafk.ru/vgafk/faculties/udo/
https://www.vgafk.ru/map.php
"
173,ФГБОУ ВО «ВГУВТ»,Нижегородская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Волжский государственный университет водного транспорта»,https://vsuwt.ru/,"https://vsuwt.ru/files/umk/Dis000000073.pdf
https://vsuwt.ru/files/practices/practic_doc/09.03.02000021973Pp(Isitnt_RP.pdf
https://vsuwt.ru/files/umk/Dis000000407.pdf
https://vsuwt.ru/files/sveden/obrazovanie/practic_spo/59.УП.02.01.Учебная практика.pdf
http://journal.vsuwt.ru/index.php/jwt/article/download/321/244/
"
174,ФГБОУ ВО «ВГАС»,Воронежская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Воронежская государственная академия спорта»,https://www.vgifk.ru/,"https://www.vgifk.ru/sites/default/files/docs_group/2022_polozhenie_o_rpd_vgas_0.pdf
https://www.vgifk.ru/sites/default/files/docs_group/18_georgafiya.pdf
https://www.vgifk.ru/sites/default/files/docs_group/b1.v.01_rpd_ed_po_fkis_cvs_legkaya_atletika.pdf
https://www.vgifk.ru/sites/default/files/docs_group/21.03_tim_obvs_sportivnye_i_podvizhnye_igry.pdf
https://www.vgifk.ru/sites/default/files/docs_group/dv.03.01_samooborona.pdf
"
175,ВАВТ Минэкономразвития России,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации»,https://dvf-vavt.ru/,"https://www.dvf-vavt.ru/files/Biblioteka/Sborniki/kan_e_v_ved.pdf
https://www.dvf-vavt.ru/files/Priemnaya_komissiya/2022-2023/vi_informatika_spo.pdf
https://www.dvf-vavt.ru/files/Svedenia_ob_obrazovatelnoi_organizacii/Documenti/LNPA_orgdeyat/poryadok_razrabotki_utverzhdeniya_obnovleniya_i_realizacii_rp_2022_-_fgos_3.pdf
https://www.dvf-vavt.ru/files/Svedenia_ob_obrazovatelnoi_organizacii/MTS/38_03_01_epo.pdf
https://dvf-vavt.ru/svedeniya_ob_obrazovatelnoj_organizacii/obrazovanie/perechen_osnovnyh_obrazovatelnyh_programm_realizuemyh_v_dvf_vavt/
"
176,ФГБОУ ВО «ГМУ им. адм. Ф.Ф. Ушакова»,Краснодарский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный морской университет имени адмирала Ф.Ф. Ушакова»,https://www.aumsu.ru/,"https://www.aumsu.ru/spec
https://www.aumsu.ru/education/professionalno-obshchestvennaya-akkreditatsiya
https://www.aumsu.ru/
https://www.aumsu.ru/sveden/paid_edu
https://www.aumsu.ru/science/konferentsii-konkursy-granty
"
177,ФГБОУ ВО «ГУМРФ имени адмирала С.О. Макарова»,г. Санкт-Петербург,Федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный университет морского и речного флота имени адмирала С.О. Макарова»,https://gumrf.ru/,"https://abitur.gumrf.ru/files/priem_2023/spisok_zachislennyh/1125_oo_28.08.2023.pdf
https://abitur.gumrf.ru/files/priem_2023/spisok_zachislennyh/1021_07.08.2023_ochnoe_budjet_bs_1.pdf
https://gumrf.ru/rating/contest/bacspets.html
https://gumrf.ru/rating/bacspets.html
https://gumrf.ru/sveden/education/2020/250503_TETRO_IS
"
178,ФГБОУ ВО «ДВГАФК»,Хабаровский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточная государственная академия физической культуры»,http://dvgafk.com/,"http://dvgafk.com/sveden.html
http://dvgafk.com/rpd_risot.html
http://dvgafk.com/oop_sm.html
http://moodle.dvgafk.com/oop_fod.html
http://www.dvgafk.com/greepage/biblib/Poryadok-polzovaniya-ARM
"
179,"ФГБОУ ВО «Дальневосточный государственный университет путей сообщения», Дальневосточный государственный университет путей сообщения, ФГБОУ ВО ДВГУПС, ДВГУПС",Хабаровский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный университет путей сообщения»,https://dvgups.ru/,"https://dvgups.ru/images/main/files/umu/rpd/2022/Бакалавриат/очка-заочка/40.03.01 Юриспруденция/Б1.О.05/Информационные технологии в юридической деятельности.pdf
https://dvgups.ru/images/main/files/umu/rpd/2023/Бакалавриат/очка/09.03.01 Информатика и вычислительная техника (ПИиАС)/Б1.В.ДВ.01.01/Системы хранения данных.pdf
https://dvgups.ru/images/main/files/umu/op/op_1_23.05.05_2_2021.pdf
https://dvgups.ru/images/main/files/umu/rpd/2022/Бакалавриат/очка/01.03.02 Прикладная математика и информатика/Б1.О.35/Системы искусственного интеллекта.pdf
https://abiturient.dvgups.ru/abit-main-ispit/1153-perechen-obrazovatelnykh-programm-i-vstupitelnykh-ispytanij-2024-dlya-lits-postupayushchikh-na-obuchenie-na-baze-srednego-professionalnogo-obrazovaniya-bakalavriat-spetsialitet
"
180,"ФГБОУ ВО «Дипломатическая академия МИД России», Дипломатическая академия МИД России, ДА МИД России",г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Дипломатическая академия Министерства иностранных дел Российской Федерации»,http://www.dipacademy.ru/,"https://www.dipacademy.ru/documents/7430/РПД_Правоохранительные_органы_2022.pdf
https://www.dipacademy.ru/documents/7459/РПД_Налоговое_право_2022.pdf
https://www.dipacademy.ru/documents/5889/Программа_дисциплины_Основы_менеджмента_YBy4MvM.pdf
https://www.dipacademy.ru/documents/7423/РПД_Юридическая_техника_2022.pdf
https://www.dipacademy.ru/documents/7433/РПД_Экономика_2022.pdf
"
181,ФГБОУ ВО КГУФКСТ,Краснодарский край,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Кубанский государственный университет физической культуры, спорта и туризма»",https://www.kgufkst.ru/,"https://www.kgufkst.ru/sveden/education/eduprof/
https://www.kgufkst.ru/
https://www.kgufkst.ru/file/?id=33324
https://www.kgufkst.ru/sveden/files/Annotacii_-_disciplin.pdf
https://www.kgufkst.ru/sveden/files/Annotacii_praktik_2023.pdf
"
182,"ФГБОУ ВО «МГУ», Мелитопольский государственный университет, МГУ",Запорожская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Мелитопольский государственный университет»,https://mgu-mlt.ru/,"https://mgu-mlt.ru/fakultety/tehnicheskiy-fakultet/02-03-02-fundamentalnaya-informatika-i-informaczionnye-tehnologii-profil-programmirovanie-i-informaczionnye-tehnologii/
https://mgu-mlt.ru/abiturientam/speciality/
https://mgu-mlt.ru/kafedra-informaczionnyh-tehnologij-imeni-professora-v-m-najdysha/
https://mgu-mlt.ru/
https://mgu-mlt.ru/10-03-01-informaczionnaya-bezopasnost/
"
183,МГУ им. адм. Г.И. Невельского,Приморский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Морской государственный университет имени адмирала Г.И. Невельского»,https://www.msun.ru/,"https://www.msun.ru/upload/folders/sveden/education/rpd/2022/01_vo/10.05.04/Б1.О.33 Программно-аппаратные средства обеспечения информационной безопасности.pdf
https://www.msun.ru/upload/folders/sveden/education/rpd/2022/01_vo/10.05.02/Б1.В.01 Основы компьютерных сетей.pdf
https://www.msun.ru/upload/folders/sveden/education/rpd/2022/01_vo/10.05.04/ФТД.02 Инженерная защита.pdf
https://www.msun.ru/upload/folders/sveden/education/rpd/2022/01_vo/10.05.04/Б1.О.15 Технология и методы программирования.pdf
https://www.msun.ru/upload/folders/sveden/education/rpd/2020/01_vo/10.05.04/Б1.Б.25Информатика.pdf
"
184,ФГБОУ ВО МГАФК,Московская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московская государственная академия физической культуры»,https://mgafk.ru/,"https://mgafk.ru/niit
https://mgafk.ru/kafedra_biomehaniki_i_informatsionnih_tehnologiy
https://mgafk.ru/sveden/files/Spravka_MTO_49.06.01_FKiS.pdf
https://mgafk.ru/sveden/files/49.04.03_B1.V.DV.01.01_Metody_diagnostiki_funkcionalynoy_podgotovlennosti(PSR).docx
https://mgafk.ru/sveden/files/44.03.02_B1.O.02_Normativno-pravovoe_obespechenie_v_sfere_obrazovaniya.docx
"
185,"НГУ им. П.Ф. Лесгафта, Санкт-Петербург",г. Санкт-Петербург,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Национальный государственный Университет физической культуры, спорта и здоровья имени П.Ф. Лесгафта, Санкт-Петербург»",http://lesgaft.spb.ru/,"http://lesgaft.spb.ru/ru/commission/informaciya-dlya-postupayushchih-v-bakalavriat
http://lesgaft.spb.ru/ru/commission/programma-vstupitelnyh-ispytaniy-provodimyh-universitetom-samostoyatelno-0
http://lesgaft.spb.ru/ru/commission/programmy-vstupitelnyh-ispytaniy-provodimyh-universitetom-samostoyatelno
http://lesgaft.spb.ru/ru/commission/spisok-lic-zachislennyh-na-programmy-spo
http://lesgaft.spb.ru/ru/commission/perechen-specialnostey-professiy
"
186,"ФГБОУ ВО «ОмГПУ», ОмГПУ",Омская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Омский государственный педагогический университет»,https://omgpu.ru/,"https://omgpu.ru/sites/default/files/files/basic/rabochie-programmy-uchebnyh-predmetov/informatika_10-11.pdf
http://library.omgpu.ru/sites/default/files/list/2023-4 квартал. Информатика.pdf
https://college.omgpu.ru/uch_vsoko.htm
https://omgpu.ru/prikladnaya-informatika
https://omgpu.ru/sites/default/files/files/basic/programmy-vstupitelnyh-ispytaniy-provodimyh-omgpu-samostoyatelno-v-2023-godu/informatika_i_ikt.pdf
"
187,ФГБОУ ВО «Поволжский ГУФКСиТ»,Республика Татарстан (Татарстан),"Федеральное государственное бюджетное образовательное учреждение высшего образования «Поволжский государственный университет физической культуры, спорта и туризма»",https://unifirst.ru/,"https://unifirst.ru/sveden/files/000740.pdf
https://unifirst.ru/sveden/files/000741.pdf
https://unifirst.ru/sveden/files/000307.pdf
https://www.unifirst.ru/sveden/files/000241.pdf
https://unifirst.ru/sveden/files/000723.pdf
"
188,ФГБОУ ВО «ПГТУ»,Донецкая Народная Республика,Федеральное государственное бюджетное образовательное учреждение высшего образования «Приазовский государственный технический университет»,https://pstu.su/,"https://pstu.su/inzhenernoe-delo-texnologii-i-texnicheskie-nauki/informatika-i-vychislitelnaya-texnika/
https://pstu.su/dist/docs/vstupitelnye-ispytaniya/bakalavriat-specialitet/na-baze-srednego-obshhego-i-vysshego-professionalnogo-obrazovaniya/program_informatike_i_ikt_2023.x96587.pdf
https://pstu.su/inzhenernoe-delo-texnologii-i-texnicheskie-nauki/avtomatizaciya-texnologicheskix-processov-i-proizvodstv/
https://do.pstu.su/course/index.php?categoryid=12
https://pstu.su/dist/docs/vstupitelnye-ispytaniya/bakalavriat-specialitet/on-the-basis-of-secondary-vocational-education/fundamentals_of_computer_science_and_programming.x97729.pdf
"
189,ФГБОУ ВО РГАИС,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российская государственная академия интеллектуальной собственности»,https://rgiis.ru/,"https://rgiis.ru/
https://rgiis.ru/files/docs/prog/stand/40.04.01 Юриспруденция - Магистратура/40_04_01_yurisprudenciya_prikaz_minobrnauki_rossii_ot_25_noyabrya_2020_g_1451.pdf
https://iptp.rgiis.ru/index.php/IPTP/article/view/78?articlesBySameAuthorPage=3
https://www.rgiis.ru/vesti/rospatent/tass-rosoboroneksport-sozdal-organ-po-zawite-intellektual-noj-sobstvennosti-rossijskogo-opk/
https://www.dop.rgiis.ru/vesti/stud/v-rgais-proshlo-pervenstvo-po-dartsu/
"
190,ФГБОУВО «РГУП»,г. Москва,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный университет правосудия»,https://rgup.ru/,"https://rgup.ru/img/Priemnaya_komissiya/PRIEM 2023/_2023 перечень специальностей.pdf
https://kb.rgup.ru/sveden/files/27_RP_Sistemnoe_programmirovanie.pdf
https://rgup.ru/img/Priemnaya_komissiya/PRIEM 2024/Vuderzhki pravil 2024/Выдержки СПО/2024_ перечень специальностей (с изменениями от 02-04-2024 г-) (1).pdf
https://rgup.ru/pages/informacionnye-sistemy-i-programmirovanie
https://vrb.rgup.ru/sveden/files/RP_PM.03_Informatizaciya_deyatelynosti_suda_2021.pdf
"
191,"РУС ""ГЦОЛИФК""",г. Москва,"Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский университет спорта ""ГЦОЛИФК""",https://gtsolifk.ru/,"https://gtsolifk.ru/nauka/nii_sporta_i_sportivnoy_meditsini/oborudovanie
https://gtsolifk.ru/sveden/files/p40_oz_7_2022,_2023_4.pdf
https://gtsolifk.ru/sveden/files/p1_oz_9_2017.pdf
https://lms.gtsolifk.ru/ob_universitete/upravleniya_i_otdeli/tsentr_informatsionnih_tehnologiy
http://lms.gtsolifk.ru/sveden/
"
192,ФГБОУ ВО «СГУВТ»,Новосибирская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Сибирский государственный университет водного транспорта»,https://www.ssuwt.ru/,"https://www.ssuwt.ru/metod-rek-prep-inv
https://www.ssuwt.ru/abiturient/2022/vstupitelnye-ispytaniya
https://www.ssuwt.ru/abiturient/2023/plan-nabora
https://www.ssuwt.ru/news/it-otrasl-zhdet-studentov-sguvt
https://www.ssuwt.ru/abiturient/2024/vstupitelnye-ispytaniya
"
193,ФГБОУ ВО «СГУС»,Смоленская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленский государственный университет спорта»,http://sgus.ru/,"https://sgus.ru/obrazovanie/elektronnaya-informatsionno-obrazovatelnaya-sreda/
https://sgus.ru/
https://sgus.ru/obrazovanie/obrazovatelnye-programmy/
https://sgus.ru/sveden/objects/
https://sgus.ru/universitet/obrazovanie/razn/49.03.01_FK-fot_o_2022_Annot.pdf
"
195,"ФГБОУ ВО ""УралГУФК""",Челябинская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уральский государственный университет физической культуры»,https://uralgufk.ru/,"https://uralgufk.ru/abitur/magistr
https://uralgufk.ru/sveden/education/eduop/dpo
https://uralgufk.ru/sites/default/files/doc/1_perechen_napravleniy_podgotovki_po_programmam_magistratury.pdf
https://uralgufk.ru/sites/default/files/eduop/educationannotation/14_nauchno-issledovatelskaya_praktika_0.pdf
http://learn.uralgufk.ru/portal/help/TOCDisplay/content.hlp?docId=arcc_ru
"
197,"Херсонский государственный педагогический университет, ФГБОУ ВО «ХГПУ», ХГПУ",Херсонская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Херсонский государственный педагогический университет»,https://hgpurf.ru/,"https://hgpurf.ru/obrazovanie-2
https://hgpurf.ru/informacija-po-obrazovatelnym-programmam-3
https://hgpurf.ru/wp-content/uploads/2024/03/up_09.03.04_pis_b_z_2022.pdf
https://hgpurf.ru/wp-content/uploads/2024/04/3-prikaz-rosobrnadzora-831-ot-14.08.2020.pdf
https://hgpurf.ru/svedenija-ob-obrazovatelnoj-organiz
"
198,ФГБОУ ВО ХЕРСОНСКОЙ ОБЛАСТИ «ХТУ»,Херсонская область,Федеральное государственное бюджетное образовательное учреждение высшего образования «Херсонский технический университет»,https://htuedu.ru/,"https://htuedu.ru/files/specialty_guide.pdf
https://htuedu.ru/gid-fakulteta-ekonomiki-upravleniya-i-biznesa
https://htuedu.ru/files/docs/it_faculty.pdf
https://htuedu.ru/files/docs/abiturientam2024/Перечень_направлений_подготовки.pdf
https://htuedu.ru/programmy-aspirantov
"
199,ФГБОУ ВО «ЧГАФКиС»,Пермский край,Федеральное государственное бюджетное образовательное учреждение высшего образования «Чайковская государственная академия физической культуры и спорта»,https://chgafkis.ru/,"https://chgafkis.ru/sveden/files/B2.V.02_(Pd)_Preddiplomnaya_praktika.pdf
https://chgafkis.ru/sveden/
https://chgafkis.ru/sveden/files/B1.O.07_Informacionnye_texnologii_v_adaptivnoy_fizicheskoy_kulyture.pdf
https://chgafkis.ru/sveden/files/B1.B.10_Informatika(1).pdf
https://chgafkis.ru/sveden/files/B1.O.08_Informacionnye_texnologii_v_adaptivnoy_fizicheskoy_kulyture(2).pdf
"
