Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft
24,АНО ВО «ИНО»,г. Москва,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,http://www.7480040.ru/,"http://www.7480040.ru/sveden/education/eduop/
http://www.7480040.ru/sveden/files/02_Dokumentooborot,_trebovaniya_k_oformleniyu_dokumentov_uchebnogo_otdela.pdf
http://www.7480040.ru/sveden/files/29_B1.V.07_Rechevaya_kommunikaciya_v_svyazyax_s_obschestvennostyyu_i_reklame.pdf
http://www.7480040.ru/sveden/files/15_B1.V.DV.01.02_Osnovy_investicionnogo_proektirovaniya.pdf
http://www.7480040.ru/sveden/files/01_Deloproizvodstvo.pdf
"
25,АНО ВО «Институт современного искусства»,г. Москва,Автономная некоммерческая организация высшего образования «Институт современного искусства»,https://www.isi-vuz.ru/,"https://www.isi-vuz.ru/sveden/eduStandarts/
https://www.isi-vuz.ru/sveden/employees/pps/index.html
https://www.isi-vuz.ru/professionalnaya-perepodgotovka/iskusstvo-opernogo-penia
https://www.isi-vuz.ru/professionalnaya-perepodgotovka/fortepiano
https://www.isi-vuz.ru/sveden/grants/
"
26,АНО ВО «Институт стран Востока»,г. Москва,Автономная некоммерческая организация высшего образования «Институт стран Востока»,http://www.orun.ru/,"http://www.orun.ru/upload/documents/practice04.pdf
http://www.orun.ru/upload/documents/u_pr_reg.pdf
http://www.orun.ru/upload/documents/u_pr_ec.pdf
http://www.orun.ru/upload/documents/practice10.pdf
http://www.orun.ru/upload/documents/pr_pr_reg.pdf
"
27,АНО ВО «КИФЭИ»,Республика Татарстан (Татарстан),"Автономная некоммерческая организация высшего образования «Казанский институт финансов, экономики и информатики»",https://www.kifei.ru/,"https://www.kifei.ru/sveden/files/OP.01._Ekonomika_organizacii_ECP(1).pdf
https://www.kifei.ru/sveden/education/eduop/
https://www.kifei.ru/sveden/files/OP.04._Osnovy_buxgalterskogo_ucheta_ECP(2).pdf
https://www.kifei.ru/sveden/files/RPD_INFORMATIKA_I_PROGRAMMIROVANIE_ECP(1).pdf
https://www.kifei.ru/sveden/files/RPD_PRAVOVEDENIE_ECP.pdf
"
28,"АНОВО «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ», МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ, МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ В МОСКВЕ, ММУ, МУМ",г. Москва,Автономная некоммерческая организация высшего образования «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ»,https://mi.university/,"https://mi.university/sveden/files/education/090207/program/2024/04.pdf
https://mi.university/sveden/files/education/380208/program/2024/22.pdf
https://mi.university/sveden/files/education/090207/program/2024/26.pdf
http://college.mi.university/programming
https://mi.university/sveden/files/education/090207/program/2024/28.pdf
"
29,АНО ВО «МАБиУ»,г. Москва,Автономная некоммерческая организация высшего образования «Международная академия бизнеса и управления»,https://mabiu.ru/,"https://mabiu.ru/sveden/education-metod-docs
https://mabiu.ru/sveden/education-documents
https://mabiu.ru/site/abiturient
https://mabiu.ru/sveden/education
https://mabiu.ru/sveden/education-obr-prog
"
30,АНО ВО «МБИ имени Анатолия Собчака»,г. Санкт-Петербург,Автономная некоммерческая организация высшего образования «Международный банковский институт имени Анатолия Собчака»,https://www.ibispb.ru/,"https://www.ibispb.ru/
"
31,АНО ВО «МИУП»,Тверская область,Автономная некоммерческая организация высшего образования «Международный институт управления и права»,http://миуп.рф/,
32,"АНО ВО МОСИ, АНО ВО «Межрегиональный открытый социальный институт»",Республика Марий Эл,Автономная некоммерческая организация высшего образования «Межрегиональный открытый социальный институт»,https://mosi.ru/,"http://mosi.ru/sites/default/files/1/1a/list_sdo_23.pdf
http://mosi.ru/sites/default/files/1/1a/list_ps_soc_23.pdf.sig
http://mosi.ru/sites/default/files/1/pps/l_i_st_22.pdf.sig
https://mosi.ru/sveden/education
http://mosi.ru/ru/conf/news/analiz-preimushchestv-formata-opendocument-i-ego-roli-v-obespechenii-bezopasnogo
"
33,Институт МИРБИС,г. Москва,Автономная некоммерческая организация высшего образования «Московская международная высшая школа бизнеса «МИРБИС» (Институт),http://mirbis.ru,"https://mirbis.ru/abitur/magistr/
https://mirbis.ru/mba/
https://mirbis.ru/mba/operation-management/
https://eng.mirbis.ru/about/
https://mirbis.ru/sveden/ovz.html
"
34,АНО ВО «Московский гуманитарный университет» или «Московский гуманитарный университет» или АНО ВО «МосГУ» или «МосГУ»,г. Москва,Автономная некоммерческая организация высшего образования «Московский гуманитарный университет»,https://mosgu.ru/,"https://mosgu.ru/kafedry-landing/prikladnaya-informatika/
https://mosgu.ru/bakalavriat-i-specialitet/
https://mosgu.ru/direction/bakalavriat/
https://journals.mosgu.ru/ggz/article/download/1662/2009
https://journals.mosgu.ru/ggz/article/view/1662/2009
"
35,АНО ВО «МИСАО»,г. Москва,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,https://misaoinst.ru/,"https://misaoinst.ru/spo/courses/informacionnye-sistemy-i-programmirovanie
https://misaoinst.ru/spo/courses/informacionnye-sistemy-i-programmirovanie/rpd
https://misaoinst.ru/career/kariera-po-specialnosti-isp
https://misaoinst.ru/edms/Svedenija_ob_obrazovatel'noj_organizacii/Obrazovanie/Kolledzh/09.02.07/RPD/OP.11_Komp'juternye_seti.pdf
https://misaoinst.ru/edms/Vypusknikam/2024/Plozhenie_o_prakticheskoj_podgotovke_obuchajush'ixsja.pdf
"
36,МИТУ - МАСИ; Московский информационно-технологический университет - Московский архитектурно-строительный институт; МИТУ; МАСИ,г. Москва,Автономная некоммерческая организация высшего образования «Московский информационно-технологический университет - Московский архитектурно-строительный институт»,https://masi.ru/,"https://masi.ru/courses/
https://masi.ru/sveden/files/RPD_YAzyki_i_metody_programmirovaniya_vychislitelynyx_sistem_.pdf
https://masi.ru/sveden/files/MU_po_praktikam_09.02.07_IP_2023.pdf
https://masi.ru/sveden/files/RPD_Metodologiya_programmnoy_inghenerii.pdf
https://masi.ru/sveden/files/RPD_Sovremennye_texnologii_razrabotki_programmnogo_obespecheniya(1).pdf
"
37,Московский региональный социально-экономический институт (МРСЭИ),Московская область,Автономная некоммерческая организация высшего образования «Московский региональный социально-экономический институт»,http://www.mrsei.ru/,"http://www.mrsei.ru/sveden/files/B1.V.11_Innovacionnyy_menedghment.pdf
http://www.mrsei.ru/sveden/files/FTD.V.02_Taym_menedghment.pdf
http://www.mrsei.ru/sveden/files/B1.B.33_Psixodiagnostika.pdf
http://www.mrsei.ru/sveden/files/Pologhenie_o_poryadke_primeneniya_EO_i_DOT(33).pdf
http://www.mrsei.ru/sveden/files/B1.V.05_Metody_aktivnogo_socialyno-psixologicheskogo_obucheniya.pdf
"
38,АНО ВО «Научно-клинический центр имени Башларова»,Республика Дагестан,Автономная некоммерческая организация высшего образования «Научно-клинический центр имени Башларова»,https://bashlarov-vuz.ru/,"https://bashlarov-vuz.ru/documents/o_sred_obuch_bosp_ovz.signed.pdf
https://bashlarov-vuz.ru/documents/nkc_opop_co_22_7.signed.pdf
https://bashlarov-vuz.ru/documents/Б1.O.57_22.signed.pdf
https://bashlarov-vuz.ru/documents/nkc_opop_LD_23.signed.pdf
https://bashlarov-vuz.ru/documents/nkc_rab_prog_vosp_rab_ld_23.signed.pdf
"
39,АНО ВО «Национальный институт бизнеса»,г. Москва,Автономная некоммерческая организация высшего образования «Национальный институт бизнеса»,https://nibmoscow.ru/,"https://nibmoscow.ru/abitur/bachelor/
https://nibmoscow.ru/sveden/education/educationDocs/
https://nibmoscow.ru/управление-проектами/
https://nibmoscow.ru/sveden/education/eduaccred/
https://nibmoscow.ru/sveden/education/eduop/
"
40,АНОВО «НОИ СПб»,г. Санкт-Петербург,Автономная некоммерческая организация высшего образования «Национальный открытый институт г.Санкт-Петербург»,https://noironline.ru/,"https://noironline.ru/institut/эиос/
https://noironline.ru/files/SPO/Practic_09.02.05_SPO_PrikladInfo/Practic_09.02.05_SPO_20.07.2015_7.pdf
https://noironline.ru/sveden/education/eduop/
https://noironline.ru/files/2016/metod/prikl_inf_spo/Metod_090205_2016_4.pdf
https://moodle.noironline.ru/loginuser/?errorcode=4
"
41,Поволжская академия Святителя Алексия,Самарская область,"Автономная некоммерческая организация высшего образования «Поволжская академия образования и искусств имени Святителя Алексия, митрополита Московского»",http://pravinst.ru/,"https://new.pravinst.ru/sveden/education/metod/ГИА_ИТ.pdf
https://pravinst.ru/sveden/education/metod/ГИА_ИЗО.pdf
https://pravinst.ru/Abitur/New Folder/ГИА ТПОП.pdf
https://pravinst.ru/upload/iblock/3a6/3a6a9f9636b3823a592967f36a1d97a3.pdf
https://pravinst.ru/sveden/education/metod/ГИА_ЭО.pdf
"
42,"АНО ВО «Российский новый университет», АНО ВО ""РОСНОУ""",г. Москва,Автономная некоммерческая организация высшего образования «Российский новый университет»,http://rosnou.ru/,"https://rosnou.ru/direction/matematicheskoe-obespechenie-i-administrirovanie-informacionnyh-sistem/
https://rosnou.ru/direction/informacionnye-sistemy-i-programmirovanie/
https://rosnou.ru/direction/prikladnaya-matematika-i-informatika/
https://rosnou.ru/uploads/file/b/0/3/b030cbc745c0da8dfb7822b125e5cf35.pdf
https://isct.rosnou.ru/perechen-napravlenijj-podgotovki-spetcialnostejj-dlya-postupayushhikh-na-vtorojj-i-posleduyushhie-kursy
"
43,АНО ВО «РПУ св. Иоанна Богослова»,г. Москва,Автономная некоммерческая организация высшего образования «Российский православный университет святого Иоанна Богослова»,http://rpusib.ru/,"http://rpusib.ru/sveden/files/Polozhenie_ob_organizacii_i_primenenii_elektronnogo_obucheniya_i_distancionnyh_obrazovatelnyh_tekhnologij_pri_realizacii_OP.pdf(1)(8).sig
http://rpusib.ru/
http://rpusib.ru/sveden/education/
http://rpusib.ru/abitur/bachelor/
http://rpusib.ru/economics-and-law/325-faculties/economics-and-law/magisterskaya-programma-yurist-nekommercheskoj-organizatsii.html
"
44,"АНО ВО «РХГА», РХГА , Академия Достоевского",г. Санкт-Петербург,Автономная некоммерческая организация высшего образования «Русская христианская гуманитарная академия им Ф.М. Достоевского»,https://rhga.ru/,
45,АНО ВО «СЮА»,г. Санкт-Петербург,Автономная некоммерческая организация высшего образования «Санкт-Петербургская юридическая академия»,https://jurac.ru,"http://it.jurac.ru/files/objects/1_mag_GP_MAT-TEH.pdf
https://jurac.ru/eios.html
https://jurac.ru/uploads/DOCUMENTS/sved-documents/SVOKOD/programma-21-22.pdf
https://www.jurac.ru/faculty-400401.html
https://abiturient.jurac.ru/abitur/mag/
"
46,СКСИ,Ставропольский край,Автономная некоммерческая организация высшего образования «Северо-Кавказский социальный институт»,https://sksi.ru/,"https://docs.sksi.ru/education/09.02.07/Программист/очная/на базе среднего общего образования/Программы практик/2021/09.02.07 - УП ПМ 03 2023_3г10м ПРОГРАММИСТ_подписано.pdf
https://docs.sksi.ru/education/09.02.03/Техник-программист/заочная/на базе среднего общего образования/Рабочие программы/2020/ПМ_03_2020/09.02.03 - ОС.ПМ 03 2020.pdf
https://docs.sksi.ru/education/09.02.07/Программист/очная/на базе основного общего образования/Программы практик/2021/09.02.07 - УП ПМ 01 2023_3г10м ПРОГРАММИСТ_подписано.pdf
https://docs.sksi.ru/education/09.02.07/Программист/очная/на базе среднего общего образования/Программы практик/2022/09.02.07 - ПП ПМ 01 2022 программист.pdf
https://docs.sksi.ru/education/09.02.07/Программист/очная/на базе среднего общего образования/Программы практик/2023/09.02.07 - ПП ПМ 01 2023_3г10м ПРОГРАММИСТ_подписано.pdf
"
47,АНО ВО СИБУП,Красноярский край,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»",http://www.sibup.ru/,
48,"АНОВО Славяно-Греко-Латинская Академия, Славяно-Греко-Латинская Академия, АНОВО СГЛА, СГЛА",г. Москва,Автономная некоммерческая организация высшего образования «Славяно-Греко-Латинская Академия»,https://sgla.ru/,"https://sgla.ru/sveden/files/aia/INFORMATIKA.pdf
https://sgla.ru/sveden/files/programma_pedagogicheskoy_praktiki.doc
https://sgla.ru/sveden/files/rp-ped-praktika(2).pdf
https://sgla.ru/sveden/education/eduaccred/
https://sgla.ru/sveden/files/RPD_Inostrannyy_yazyk(1).pdf
"
49,Современный технический университет,Рязанская область,Автономная некоммерческая организация высшего образования «Современный технический университет»,http://www.stirzn.ru/,"http://www.stirzn.ru/sveden/education.html
http://www.stirzn.ru/index.php/poleznye-ssylki/item/200-energeticheskij-kompleks
http://www.stirzn.ru/sveden/objects.html
http://www.stirzn.ru/index.php/pravila-priema/item/220-materialno-tekhnicheskoe-obespechenie-i-osnashchennost-obrazovatelnogo-protsessa
http://www.stirzn.ru/
"
50,АНО ВО «Университет Иннополис»,Республика Татарстан (Татарстан),Автономная некоммерческая организация высшего образования «Университет Иннополис»,https://innopolis.university/,"https://eduwiki.innopolis.university/index.php/BSc:_AlgorithmsAndAlgorithmicLanguages
https://eduwiki.innopolis.university/index.php/BSc:_EfficientAlgorithms
https://eduwiki.innopolis.university/index.php/BSc:_DeepLearningMethodsInSoftwareEngineering
https://apply.innopolis.university/bachelors/information-systems-engineering/
https://apply.innopolis.university/bachelors/DS-AI/
"
51,"АНО ВО ""Университет мировых цивилизаций им. В.В. Жириновского"", АНО ВО ""УМЦ им. В.В. Жириновского"", АНО ВО ""УМЦ"", УМЦ",г. Москва,Автономная некоммерческая организация высшего образования «Университет мировых цивилизаций имени В.В. Жириновского»,http://imc-i.ru/,"http://imc-i.ru/userfiles/ufiles/OOP_540401o_21.pdf
http://imc-i.ru/userfiles/ufiles/OOP_400401o_21.pdf
http://imc-i.ru/userfiles/ufiles/OOP_410401_20.pdf
http://imc-i.ru/userfiles/ufiles/Pologenie_RPD_bm.pdf
http://imc-i.ru/userfiles/ufiles/RPUP_533.pdf
"
